id,학교명,학급 수,예측 교원 수
95,달서중학교,1.0,9.421
96,대구체육중학교,1.0,9.421
97,한울안중학교,1.0,9.421
98,구남중학교,2.0,11.141
99,가창중학교,2.0,11.141
100,신당중학교,2.0,11.141
101,경상여자중학교,3.0,12.861
102,논공중학교,3.0,12.861
103,서남중학교,3.0,12.861
104,대평중학교,4.0,14.581
105,경일중학교,3.0,12.861
106,경혜여자중학교,4.0,14.581
107,범일중학교,4.0,14.581
108,상인중학교,4.0,14.581
109,팔달중학교,4.0,14.581
110,수성중학교,4.0,14.581
111,입석중학교,4.0,14.581
112,현풍중학교,4.0,14.581
113,송현여자중학교,5.0,16.301
114,경암중학교,5.0,16.301
115,공산중학교,5.0,16.301
116,대구제일중학교,5.0,16.301
117,북동중학교,6.0,18.021
118,산격중학교,6.0,18.021
119,이곡중학교,6.0,18.021
120,신아중학교,6.0,18.021
121,대구북중학교,6.0,18.021
122,서대구중학교,6.0,18.021
123,천내중학교,6.0,18.021
124,경구중학교,6.0,18.021
125,성곡중학교,6.0,18.021
126,화원중학교,6.0,18.021
127,대명중학교,6.0,18.021
128,서변중학교,6.0,18.021
129,동촌중학교,7.0,19.741
130,관음중학교,7.0,19.741
131,대구중학교,7.0,19.741
132,불로중학교,8.0,21.461
133,대구중앙중학교,8.0,21.461
134,덕화중학교,8.0,21.461
135,새본리중학교,8.0,21.461
136,칠곡중학교,8.0,21.461
137,동변중학교,8.0,21.461
138,상서중학교,8.0,21.461
139,복현중학교,8.0,21.461
140,와룡중학교,8.0,21.461
141,지산중학교,9.0,23.181
142,대구팔공중학교,9.0,23.181
143,경운중학교,9.0,23.181
144,신기중학교,9.0,23.181
145,월배중학교,9.0,23.181
146,관천중학교,9.0,23.181
147,경상중학교,9.0,23.181
148,평리중학교,9.0,23.181
149,안심중학교,10.0,24.901
150,대서중학교,10.0,24.901
151,노변중학교,10.0,24.901
152,계성중학교,10.0,24.901
153,성명여자중학교,10.0,24.901
154,성산중학교,10.0,24.901
155,사수중학교,10.0,24.901
156,학산중학교,10.0,24.901
157,동원중학교,10.0,24.901
158,매호중학교,11.0,26.621
159,성당중학교,11.0,26.621
160,운암중학교,11.0,26.621
161,심인중학교,11.0,26.621
162,용산중학교,11.0,26.621
163,경서중학교,12.0,28.341
164,원화중학교,12.0,28.341
165,서재중학교,12.0,28.341
166,경일여자중학교,12.0,28.341
167,중리중학교,12.0,28.341
168,경북대학교사범대학부설중학교,12.0,28.341
169,다사중학교,12.0,28.341
170,협성경복중학교,12.0,28.341
171,구지중학교,13.0,30.061
172,청구중학교,13.0,30.061
173,범물중학교,13.0,30.061
174,달성중학교,14.0,31.781
175,대곡중학교,14.0,31.781
176,경명여자중학교,14.0,31.781
177,능인중학교,14.0,31.781
178,도원중학교,14.0,31.781
179,구암중학교,15.0,33.501
180,효성중학교,15.0,33.501
181,덕원중학교,15.0,33.501
182,영신중학교,15.0,33.501
183,매천중학교,15.0,33.501
184,대구동부중학교,15.0,33.501
185,서동중학교,16.0,35.221
186,성화중학교,15.0,33.501
187,성지중학교,15.0,33.501
188,고산중학교,16.0,35.221
189,율원중학교,16.0,35.221
190,대건중학교,15.0,33.501
191,상원중학교,17.0,36.940999999999995
192,성광중학교,17.0,36.940999999999995
193,대진중학교,17.0,36.940999999999995
194,성서중학교,18.0,38.661
195,침산중학교,18.0,38.661
196,학남중학교,18.0,38.661
197,황금중학교,18.0,38.661
198,포산중학교,18.0,38.661
199,영남중학교,19.0,40.381
200,신명여자중학교,19.0,40.381
201,유가중학교,19.0,40.381
202,새론중학교,20.0,42.101
203,시지중학교,20.0,42.101
204,대륜중학교,20.0,42.101
205,강동중학교,21.0,43.821
206,왕선중학교,21.0,43.821
207,오성중학교,22.0,45.541
208,대구일중학교,21.0,43.821
209,동평중학교,22.0,45.541
210,소선여자중학교,22.0,45.541
211,경신중학교,22.0,45.541
212,동도중학교,23.0,47.261
213,강북중학교,24.0,48.981
214,정화중학교,26.0,52.421
215,월서중학교,26.0,52.421
216,조암중학교,27.0,54.141
217,대구동중학교,27.0,54.141
218,월암중학교,18.0,38.661
